pertanyaan,jawaban,sumber,mata_kuliah,sumber_dokumen
Apa perbedaan antara pernyataan BREAK dan CONTINUE dalam WHILE loop?,"BREAK keluar dari loop sepenuhnya dan melanjutkan eksekusi setelah END, sedangkan CONTINUE melewati sisa kode pada iterasi saat ini dan kembali memeriksa kondisi WHILE untuk iterasi berikutnya.","BREAK → Keluar dari loop sepenuhnya → Eksekusi dilanjutkan setelah END → Iterasi berikutnya tidak terjadi
CONTINUE → Lewati sisa kode di iterasi ini → Kembali ke pengecekan kondisi WHILE → Loop tetap berjalan seperti biasa",Basis Data 2 Praktikum AA,MODUL4.txt
Bagaimana cara mencetak bilangan genap antara 2 hingga 20 menggunakan WHILE loop dan pernyataan CONTINUE?,DECLARE @i INT = 1; WHILE @i <= 20 BEGIN SET @i = @i + 1; IF @i % 2 != 0 CONTINUE; PRINT @i; END;  // Output: 2 4 6 8 10 12 14 16 18 20,"DECLARE @i INT = 1;
WHILE @i <= 20
BEGIN
SET @i = @i + 1;
IF @i % 2 != 0 -- ganjil?
CONTINUE; -- lewati!
PRINT @i; -- hanya genap
END

Output: 2 4 6 8 10 12 14 16 18 20",Basis Data 2 Praktikum AA,MODUL4.txt
Apa tujuan penggunaan fungsi di SQL Server?,Fungsi di SQL Server digunakan untuk menyederhanakan logika query yang kompleks.,Fungsi di SQL Server digunakan untuk menyederhanakan logika query yang kompleks.,Basis Data 2 Praktikum AA,MODUL8.txt
Sebutkan tiga jenis fungsi yang dibahas dalam materi?,"Scalar Function, Inline Table-Valued Function, dan Multi-Statement Table-Valued Function.","Scalar Function, Inline Table-Valued Function, Multi-Statement Table-Valued Function",Basis Data 2 Praktikum AA,MODUL8.txt
Apa yang dikembalikan oleh Scalar Function dan untuk apa biasanya digunakan?,"Scalar Function mengembalikan nilai tunggal (satu nilai) dan cocok untuk kalkulasi sederhana seperti menghitung total, konversi nilai, dan lainnya.","Mengembalikan nilai tunggal (satu nilai). Cocok untuk kalkulasi sederhana seperti menghitung total, konversi nilai, dan lainnya.",Basis Data 2 Praktikum AA,MODUL8.txt
Bagaimana Inline Table-Valued Function berbeda dengan view?,Inline Table-Valued Function menyerupai view tetapi dapat menerima variabel input.,Menyerupai view tetapi dapat menerima variabel input.,Basis Data 2 Praktikum AA,MODUL8.txt
Berapa banyak pernyataan SELECT yang boleh ada di dalam Inline TVF?,Inline TVF hanya terdiri dari satu SELECT statement.,Hanya terdiri dari satu select statement.,Basis Data 2 Praktikum AA,MODUL8.txt
Apa yang dimaksud dengan Multi-Statement Table-Valued Function (MSTVF) dan apa kelebihannya dibanding Inline TVF?,"MSTVF adalah fungsi yang mengembalikan hasil berupa tabel dari beberapa pernyataan query sekaligus, dan lebih fleksibel dibanding Inline TVF.",MSTVF adalah fungsi yang mengembalikan hasil berupa tabel dari beberapa pernyataan query sekaligus. Lebih fleksibel dibanding Inline TVF.,Basis Data 2 Praktikum AA,MODUL8.txt
Sebutkan empat karakteristik utama variabel tabel.,"Variabel tabel memiliki empat karakteristik: (1) bertipe data tabel, (2) siklus hidup dimulai saat deklarasi dan berakhir di akhir batch, (3) mendukung DML (INSERT, UPDATE, DELETE), (4) mendukung constraint seperti primary key, unique, not null, dan check, serta wajib menggunakan alias saat join.","Terdapat 4 Karakteristik Variabel Tabel : Variabel Bertipe Data Tabel Siklus Hidup : Dimulai saat deklarasi, berakhir di akhir batch (setelah GO). Otomatis dihapus. DML Support : Dapat melakukan insert, update, dan delete pada variabel tabel. Constraint : Mendukung primary key, unique, not null, dan check constraint. Join & Alias : Wajib menggunakan alias saat melakukan operasi join antar variabel tabel",Basis Data 2 Praktikum AA,MODUL8.txt
Bagaimana cara mendeklarasikan variabel tabel dengan constraint pada kolomnya?,"Variabel tabel dideklarasikan dengan perintah DECLARE dan dapat langsung diberi constraint, contoh: declare @MataKuliah table( mk_id int primary key, mk_nama varchar(50) unique not null, sks int check (sks BETWEEN 1 AND 4) ).","declare @MataKuliah table( mk_id int primary key, mk_nama varchar(50) unique not null, sks int check (sks BETWEEN 1 AND 4) )",Basis Data 2 Praktikum AA,MODUL8.txt
Berikan contoh cara memanggil Inline Table-Valued Function dalam query SELECT.,Contoh pemanggilan: select * from dbo.fn_semua_karyawan().,select * from dbo.fn_semua_karyawan(),Basis Data 2 Praktikum AA,MODUL8.txt
Apa yang dikembalikan oleh fungsi dbo.fn_gaji_atas_rata()?,"Fungsi dbo.fn_gaji_atas_rata() mengembalikan daftar karyawan dengan gaji di atas rata‑rata, dengan struktur tabel yang didefinisikan secara eksplisit dalam variabel @hasil sebelum dikembalikan.","Mengembalikan daftar karyawan dengan gaji di atas rata-rata dengan mendefinisikan struktur tabel (@hasil) secara eksplisit dalam return lalu di dalam begin hingga end, query dieksekusi dan hasilnya di insert ke dalam @hasil sebelum return.",Basis Data 2 Praktikum AA,MODUL8.txt
Apa itu Stored Procedure?,"Stored Procedure adalah kumpulan perintah SQL yang disimpan dan dijalankan langsung di dalam sistem manajemen basis data (DBMS), sehingga query hanya ditulis sekali dan dapat dipanggil berulang kali tanpa harus mengetik ulang.","Store Prosedure adalah kumpulan perintah SQL yang disimpan dan dijalankan langsung di dalam sistem manajemen basis data (DBMS) Dengan cara menuliskan query sekali saja, lalu memanggilnya berulang kali tanpa harus mengetik ulang query yang sama.",Basis Data 2 Praktikum AA,prosedur.txt
Apa fungsi perintah EXEC dalam konteks Stored Procedure?,EXEC (Execute) merupakan kata kunci yang digunakan untuk menjalankan (running) sebuah prosedur yang telah dibuat.,EXEC (Execute) kata kunci untuk running jalankan prosedur,Basis Data 2 Praktikum AA,prosedur.txt
"Apa arti ""dbo"" dalam penulisan Stored Procedure?","""dbo"" merupakan singkatan dari database owner, yang menandakan pemilik skema atau folder tempat prosedur disimpan.",dbo = database owner,Basis Data 2 Praktikum AA,prosedur.txt
"Apa peran kata kunci ""as"" dalam definisi Stored Procedure?","""as"" berfungsi sebagai penghubung antara nama prosedur dengan blok perintah SQL yang akan dijalankan.",as = penghubung,Basis Data 2 Praktikum AA,prosedur.txt
Bagaimana cara memodifikasi Stored Procedure yang sudah ada?,"Stored Procedure yang sudah ada dimodifikasi dengan menggunakan perintah ALTER, bukan CREATE.","Untuk memodifikasi Stored Procedure yang sudah ada bukan CREATE lagi, tapi pake perintah ALTER.",Basis Data 2 Praktikum AA,prosedur.txt
Bagaimana cara menghapus Stored Procedure secara permanen?,Stored Procedure dapat dihapus secara permanen menggunakan perintah SQL khusus yang menghapus definisi prosedur dari dalam database.,perintah SQL yang digunakan untuk menghapus secara permanen definisi Stored Procedure dari dalam database.,Basis Data 2 Praktikum AA,prosedur.txt
Mengapa lebih aman menggunakan nama variabel saat memanggil prosedur dengan input?,"Menggunakan nama variabel lebih aman terutama bila prosedur memiliki banyak parameter, karena dapat menegaskan nilai yang dimasukkan untuk parameter tertentu.","Pakai nama variable lebih aman terutama jika prosedur punya banyak parameter, karena kamu menegaskan angka 1 itu untuk siapa",Basis Data 2 Praktikum AA,prosedur.txt
Apa yang terjadi jika memanggil prosedur dengan input tanpa menyebutkan nama variabel?,"Jika nama variabel tidak disebutkan, SQL akan menempatkan nilai yang diberikan ke parameter pertama yang ditemukan.",Tanpa nama variable SQL akan memasukkan angka 1 ke parameter pertama yang dia temukan,Basis Data 2 Praktikum AA,prosedur.txt
Apa yang dimaksud dengan parameter @var1 dalam contoh query dengan input?,@var1 adalah nama variabel atau parameter dengan tipe data integer yang digunakan sebagai input pada prosedur.,@var1: nama variabel/parameter int: tipe data.,Basis Data 2 Praktikum AA,prosedur.txt
Apa yang dilakukan prosedur yang menggunakan parameter @var1?,Prosedur tersebut mencari baris yang nilai mahasiswa_id‑nya cocok dengan angka yang dimasukkan ke @var1.,prosedur ini hanya akan mencari baris yang mahasiswa_id-nya cocok dengan angka yang kamu masukkan ke @var1.,Basis Data 2 Praktikum AA,prosedur.txt
Apa itu User Defined Function (UDF) dalam SQL Server?,User Defined Function (UDF) adalah fungsi yang dibuat oleh pengguna sesuai kebutuhan.,User Defined Function (UDF) adalah fungsi yang dibuat oleh pengguna sesuai kebutuhan,Basis Data 2 Praktikum AA,UDF Skalar dalam SQL Server 2012.txt
Apa yang selalu dikembalikan oleh sebuah fungsi di SQL Server?,Fungsi selalu mengembalikan nilai (return value).,Fungsi selalu mengembalikan nilai (return value),Basis Data 2 Praktikum AA,UDF Skalar dalam SQL Server 2012.txt
Sebutkan tiga jenis function yang tersedia di SQL Server!,"Scalar Function, Inline Table Valued Function, dan Multi Statement Table Valued Function.","Jenis-Jenis Function di SQL Server Scalar Function: mengembalikan satu nilai tunggal dengan tipe data tertentu (contoh: INT, VARCHAR, DATE). Fokus utama modul ini. Inline Table Valued Function: mengembalikan tabel (Inline TVF dari satu SELECT, Multi Statement TVF dari beberapa statement). Multi Statement Table Valued Function: fungsi ini memberikan hasil keluaran berupa tabel dimana hasil dari query itu dimasukkan ke dalam variabel dengan tipe data tabel",Basis Data 2 Praktikum AA,UDF Skalar dalam SQL Server 2012.txt
Apa perbedaan utama antara Scalar Function dan Table Valued Function?,"Scalar Function menghasilkan satu nilai tunggal, bukan tabel, sedangkan Table Valued Function (Inline atau Multi Statement) mengembalikan sebuah tabel.",Scalar Function: mengembalikan satu nilai tunggal dengan tipe data tertentu ... Inline Table Valued Function: mengembalikan tabel ... Multi Statement Table Valued Function: fungsi ini memberikan hasil keluaran berupa tabel,Basis Data 2 Praktikum AA,UDF Skalar dalam SQL Server 2012.txt
Di mana nilai yang dikembalikan oleh Scalar Function dapat digunakan?,"Nilai tersebut dapat digunakan dalam pernyataan SELECT, klausa WHERE, atau ekspresi lainnya.","Ciri utama: menghasilkan single value, bukan tabel Dapat digunakan dalam SELECT, WHERE, atau ekspresi lainnya",Basis Data 2 Praktikum AA,UDF Skalar dalam SQL Server 2012.txt
Tuliskan struktur dasar sebuah Scalar Function di SQL Server.,CREATE FUNCTION nama_fungsi (@param TIPE_DATA) RETURNS TIPE_RETURN AS BEGIN DECLARE @hasil TIPE_RETURN; SET @hasil = [Nilai atau Ekspresi]; RETURN @hasil; END GO,CREATE FUNCTION nama_fungsi (@param TIPE_DATA) RETURNS TIPE_RETURN AS BEGIN DECLARE @hasil TIPE_RETURN; SET @hasil = [Nilai atau Ekspresi]; RETURN @hasil; END GO,Basis Data 2 Praktikum AA,UDF Skalar dalam SQL Server 2012.txt
Sebutkan dua contoh penggunaan Scalar Function yang dibahas dalam materi.,"Contoh pertama menghitung umur dalam satuan hari, dan contoh kedua menghitung umur dalam satuan bulan.",Contoh 1: Menghitung Umur (Hari) Contoh 2: Menghitung Umur (Bulan),Basis Data 2 Praktikum AA,UDF Skalar dalam SQL Server 2012.txt
Kontrol alur logika apa saja yang dapat dipakai di dalam Scalar Function?,"IF, ELSEIF, CASE, dan perulangan WHILE dapat digunakan di dalam Scalar Function.",Penggunaan IF dalam Function Penggunaan IF ELSEIF Penggunaan CASE Perulangan (WHILE),Basis Data 2 Praktikum AA,UDF Skalar dalam SQL Server 2012.txt
Apa manfaat utama penggunaan UDF dan Scalar Function menurut kesimpulan materi?,"Manfaatnya antara lain meningkatkan modularitas dan reusability kode, membuat kode lebih terstruktur, mengurangi duplikasi, serta mempermudah pemeliharaan (maintenance).","Kesimpulan: UDF memungkinkan membuat fungsi custom sesuai kebutuhan Scalar Function mengembalikan satu nilai tunggal Meningkatkan modularitas dan reusability kode Dapat menggunakan IF, CASE, dan WHILE untuk logika kompleks Manfaat: Kode lebih terstruktur, mengurangi duplikasi, mempermudah maintenance",Basis Data 2 Praktikum AA,UDF Skalar dalam SQL Server 2012.txt
Apa itu tabel Inserted?,Tabel Inserted adalah tabel virtual yang berisi data baru (ketika menambah atau mengubah data).,Inserted tabela dalah tabel virtual yang berisi data baru (ketika menambah atau mengubah data).,Basis Data 2 Praktikum AA,Week9.txt
Apa itu tabel Deleted?,Tabel Deleted adalah tabel virtual yang berisi data lama (ketika menghapus atau sebelum mengubah data).,Deleted tabel adalah tabel virtual yang berisi data lama (ketika menghapus atau sebelum mengubah data).,Basis Data 2 Praktikum AA,Week9.txt
Apa fungsi clause OUTPUT pada perintah INSERT?,Clause OUTPUT menampilkan kembali nilai dari baris yang baru saja ditambahkan sehingga pengguna dapat langsung memverifikasi data yang masuk tanpa perlu melakukan perintah pencarian manual.,Bagian OUTPUT berfungsi untuk menampilkan kembali nilai dari baris yang baru saja ditambahkan sehingga pengguna dapat langsung memverifikasi data yang masuk tanpa perlu melakukan perintah pencarian manual.,Basis Data 2 Praktikum AA,Week9.txt
Apa fungsi clause OUTPUT pada perintah DELETE?,"Clause OUTPUT menampilkan kembali informasi dari baris yang baru saja dihapus ke layar, sehingga pengguna dapat melihat detail data yang telah hilang dari sistem.","Bagian OUTPUT berfungsi untuk menampilkan kembali informasi dari baris yang baru saja dihapus ke layar, sehingga pengguna dapat melihat detail data yang telah hilang dari sistem.",Basis Data 2 Praktikum AA,Week9.txt
Apa nama trigger yang dibuat untuk mencatat INSERT pada tabel mahasiswa?,Nama trigger tersebut adalah tr_mahasiswa_insert.,Buat sebuah pengawas otomatis bernama tr_mahasiswa_insert ON mahasiswa,Basis Data 2 Praktikum AA,Week9.txt
Apa yang dilakukan trigger tr_insert_mahasiswa?,"Trigger tr_insert_mahasiswa mengambil data baru dari Inserted Table (nim, nama, jurusan, ipk) beserta nama komputer server dan waktu, lalu menyimpannya ke tabel audit mahasiswa_insert_audit setiap kali ada data mahasiswa baru ditambahkan.","Trigger tr_insert_mahasiswa pada tabel mahasiswa (FOR INSERT) akan mengambil data baru dari Inserted Table (nim, nama, jurusan, ipk) beserta nama komputer server dan waktu, lalu menyimpannya ke tabel audit mahasiswa_insert_audit setiap kali ada data mahasiswa baru ditambahkan.",Basis Data 2 Praktikum AA,Week9.txt
Apa tujuan tabel mahasiswa_update_audit?,"Tabel mahasiswa_update_audit berfungsi sebagai tempat pencatatan audit (riwayat perubahan data) dengan kolom id, nim, nama_lama, nama_baru, jurusan_lama, jurusan_baru, ipk_lama, ipk_baru, komputer, dan waktu.","digunakan untuk membuat tabel bernama mahasiswa_update_audit yang berfungsi sebagai tempat pencatatan audit (riwayat perubahan data) dengan kolom id (bernomor otomatis dari 1 dan bertambah 1 sebagai kunci utama), nim, nama_lama (sebelum diubah), nama_baru (setelah diubah), jurusan_lama, jurusan_baru, ipk_lama, ipk_baru, komputer (nama mesin server), dan waktu (tanggal dan jam kejadian).",Basis Data 2 Praktikum AA,Week9.txt
Apa yang dicatat oleh trigger FOR UPDATE?,Trigger FOR UPDATE mencatat data lama (dari Deleted Table) dan data baru (dari Inserted Table) beserta nama komputer server dan waktu ke tabel audit mahasiswa_update_audit setiap kali ada perubahan data pada tabel mahasiswa.,digunakan untuk membuat trigger yang akan mencatat data lama (dari Deleted Table) dan data baru (dari Inserted Table) beserta nama komputer server dan waktu ke tabel audit mahasiswa_update_audit setiap kali ada perubahan data pada tabel mahasiswa.,Basis Data 2 Praktikum AA,Week9.txt
Apa yang dilakukan trigger FOR DELETE?,Trigger FOR DELETE mencatat data mahasiswa yang dihapus (dari Deleted Table) beserta nama komputer server dan waktu ke tabel audit mahasiswa_delete_audit setiap kali ada penghapusan data dari tabel mahasiswa.,digunakan untuk membuat trigger yang akan mencatat data mahasiswa yang dihapus (dari Deleted Table) beserta nama komputer server dan waktu ke tabel audit mahasiswa_delete_audit setiap kali ada penghapusan data dari tabel mahasiswa.,Basis Data 2 Praktikum AA,Week9.txt
Apa manfaat penggunaan trigger dalam konteks ini?,"Trigger secara otomatis mencatat setiap perubahan data (INSERT, UPDATE, DELETE) pada tabel mahasiswa ke dalam tabel audit, sehingga dapat melihat riwayat siapa yang menambahkan, mengubah, atau menghapus data, beserta nilai lama, nilai baru, nama komputer, dan waktu kejadian, tanpa perlu menulis kode tambahan secara manual setiap kali ada perubahan data.","Trigger digunakan untuk secara otomatis mencatat setiap perubahan data (INSERT, UPDATE, DELETE) pada tabel mahasiswa ke dalam tabel audit, sehingga kita bisa melihat riwayat siapa data yang ditambahkan, diubah, atau dihapus, beserta nilai lama, nilai baru, nama komputer, dan waktu kejadian, tanpa perlu menulis kode tambahan secara manual setiap kali ada perubahan data.",Basis Data 2 Praktikum AA,Week9.txt
Apa CASE yang dipegang oleh Kelompok 1?,Kelompok 1 menangani CASE 9.,Group 1 - CASE 9,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Siapa ketua Kelompok 1?,Ketua Kelompok 1 adalah Mikhael Prawira Chandra.,162024006 MIKHAEL PRAWIRA CHANDRA - KETUA,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Berapa anggota yang tergabung dalam Kelompok 5?,"Kelompok 5 terdiri dari tiga anggota: Reva Azhar, Aditia Januari Dwi Yanto, dan Vina Cahyani.",162024034 REVA AZHAR,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Siapa ketua Kelompok 7?,Ketua Kelompok 7 adalah Senna Almalia.,162024019 SENNA ALMALIA - KETUA,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Kelompok mana yang menangani CASE 2?,CASE 2 ditangani oleh Kelompok 2.,Group 2 - CASE 2,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Siapa anggota dengan NIM 162024017?,Anggota dengan NIM 162024017 adalah Tazkiyah Nafs.,162024017 TAZKIYAH NAFS,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Kelompok mana yang memiliki anggota bernama Ahmad Guntur?,Ahmad Guntur berada di Kelompok 4.,162024030 AHMAD GUNTUR,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Siapa ketua Kelompok 11?,Ketua Kelompok 11 adalah Ahmad Raihan.,162023018 AHMAD RAIHAN - KETUA,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Berapa total Kelompok yang menangani CASE 4?,"Terdapat dua Kelompok yang menangani CASE 4, yaitu Kelompok 5 dan Kelompok 10.",Group 5 - CASE 4,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Siapa anggota dengan NIM 162024022?,Anggota dengan NIM 162024022 adalah Salman Fadhilah.,162024022 SALMAN FADHILAH,Basis Data 2 Praktikum BB,DAFTAR KELOMPOK EAS ISB 212 BASIS DATA 2.txt
Bagaimana cara membuka halaman unduhan SQL Server Express 2025?,Buka tautan https://www.microsoft.com/en-us/sql-server/sql-server-downloads.,BUKA LINK INI : HTTPS://WWW.MICROSOFT.COM/EN-US/SQL-SERVER/SQL-SERVER-DOWNLOADS,Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Apa yang harus dicari di halaman unduhan tersebut?,Cari “SQL Express 2025”.,CARI SQL EXPRESS 2025,Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Apa yang harus dilakukan setelah menemukan SQL Express 2025?,Klik tombol “Download”.,KLIK DOWNLOAD.,Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Bagaimana cara memulai instalasi setelah mengunduh file installer?,"Klik dua kali file installer, kemudian pilih opsi “Basic”.","Klik dua kali file installer, pilih Basic.",Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Pilihan apa yang harus dipilih pada jendela installer?,Pilih opsi “Basic”.,"Klik dua kali file installer, pilih Basic.",Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Apa yang harus diklik setelah memilih opsi instalasi?,Klik “Accept” dan tunggu hingga proses instalasi selesai.,Klik Accept. Tunggu sampai proses instalasi selesai,Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Informasi apa yang muncul setelah proses instalasi selesai?,"Muncul “SERVER NAME”, yang penting untuk login di SSMS.",Setelah selesai akan muncul SERVER NAME (PENTING UNTUK NANTI DIPAKAI LOGIN DI SSMS).,Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Dari mana cara mendapatkan nama server untuk login di SSMS?,"Nama server dapat dilihat di System Information dengan tulisan “SERVER NAME”, kemudian salin nama tersebut.","MASUK KE SSMS ISI SERVER NAME BISA DILIHAT DI SYSTEM INFORMATION ADA TULISAN ""SERVER NAME"" COPY SYSTEMS NAME",Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Bagaimana menuliskan nama server yang benar untuk koneksi ke SSMS?,Masukkan nama server yang disalin diikuti dengan “\SQLEXPRESS” tanpa spasi.,MASUKAN SERVERNAME DIIKUTI \SQLEXPRESS (TANPA SPASI) JIKA TIDAK BISA CONNECT SETELAH MEMASUKAN SERVER NAME.,Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Apa yang harus dicentang jika koneksi ke server tidak berhasil?,Centang opsi “Trust server certificate”.,"CENTANG ""TRUST SERVER CERTIFICATE""",Basis Data 2 Praktikum BB,INSTALASI SQL SERVER EXPRESS 2025 (1).txt
Apa yang dimaksud dengan kalimat IF dalam SQL Server?,Pernyataan aliran kontrol yang memungkinkan eksekusi atau melewati blok pernyataan berdasarkan kondisi tertentu.,Apa itu IF? Pernyataan aliran kontrol yang memungkinkan eksekusi atau melewati blok pernyataan berdasarkan kondisi tertentu.,Basis Data 2 Praktikum BB,Materi 3.txt
Bagaimana cara kerja kalimat IF ketika ekspresi Boolean bernilai true?,Blok statement di dalam BEGIN ... END akan dijalankan.,"Jika ekspresi Boolean bernilai true, maka blok statement di dalam BEGIN ... END akan dijalankan.",Basis Data 2 Praktikum BB,Materi 3.txt
Apa yang terjadi pada blok IF jika ekspresi Boolean bernilai false?,Blok tersebut akan dilewati dan kontrol program diteruskan setelah kata kunci END.,"Jika tidak (false), blok tersebut akan dilewati dan kontrol program diteruskan setelah kata kunci END.",Basis Data 2 Praktikum BB,Materi 3.txt
Apa catatan penting terkait penggunaan pernyataan SELECT dalam ekspresi Boolean pada IF?,Pernyataan SELECT harus diapit dalam tanda kurung.,"Jika ekspresi Boolean menggunakan pernyataan SELECT, pernyataan tersebut harus diapit dalam tanda kurung.",Basis Data 2 Praktikum BB,Materi 3.txt
Apa fungsi dari klausa ELSE dalam pernyataan IF...ELSE?,Digunakan ketika kondisi di klausa IF mengevaluasi ke FALSE dan kita ingin mengeksekusi blok pernyataan lain.,Fungsi ELSE: Digunakan ketika kondisi di klausa IF mengevaluasi ke FALSE dan kita ingin mengeksekusi blok pernyataan lain.,Basis Data 2 Praktikum BB,Materi 3.txt
Bagaimana cara kerja pernyataan IF...ELSE ketika kondisi bernilai TRUE?,Blok pernyataan di klausa IF dijalankan.,"Jika kondisi bernilai TRUE, maka blok pernyataan di klausa IF yang dijalankan.",Basis Data 2 Praktikum BB,Materi 3.txt
Bagaimana cara kerja pernyataan IF...ELSE ketika kondisi bernilai FALSE?,Blok kode pada klausa ELSE dijalankan.,"Jika kondisinya SALAH (FALSE), maka blok kode pada klausa ELSE yang dijalankan.",Basis Data 2 Praktikum BB,Materi 3.txt
Apa yang dimaksud dengan IF...ELSE bersarang (nested) dalam SQL Server?,Konsep memungkinkan menumpuk pernyataan IF...ELSE di dalam pernyataan IF...ELSE lainnya.,IF...ELSE Bersarang (Nested) Konsep: SQL Server memungkinkan kita untuk menumpuk pernyataan IF ... ELSE di dalam pernyataan IF ... ELSE lainnya.,Basis Data 2 Praktikum BB,Materi 3.txt
Apa tujuan utama modul hari ini dalam materi kuliah?,"Memahami penggunaan kalimat IF, IF...ELSE, IF...ELSE bersarang, serta penerapan logika dalam Stored Procedure.",Memahami penggunaan kalimat IF. Memahami penggunaan kalimat IF...ELSE. Memahami penggunaan IF...ELSE Bersarang (Nested). Penerapan logika dalam Stored Procedure.,Basis Data 2 Praktikum BB,Materi 3.txt
Apa itu stored procedure?,Stored procedure adalah kumpulan perintah yang disimpan dengan nama tertentu dan diproses sebagai satu kesatuan.,Store procedure merupakan kumpulan perintah yang disimpan dengan nama tertentu dan diproses sebagai satu kesatuan.,Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
Sebutkan tiga keuntungan utama menggunakan stored procedure.,"Keuntungan utama meliputi portabilitas (bisa digunakan oleh berbagai aplikasi karena tersimpan di server database), performa lebih cepat (diproses di server sehingga tidak membebani client), dan keamanan lebih baik (business logic tersimpan di server dan dapat dienkripsi sehingga tidak mudah diakses pengguna).","Keuntungan Menggunakan Store Procedure
Portabilitas: Bisa digunakan oleh berbagai aplikasi karena tersimpan di server database
Performa lebih cepat: Diproses di server sehingga tidak membebani client
Keamanan lebih baik: Business logic tersimpan di server dan dapat dienkripsi sehingga tidak mudah diakses pengguna",Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
Bagaimana sintaks umum untuk membuat stored procedure dengan parameter output?,"Sintaks umumnya adalah:
Create procedure nama_procedure @var <tipe data> output
As
Begin
    Query
End
go","Sintaks Umum store procedure dengan parameter output
Create procedure nama_procedure @var <tipe data> output
As
Begin
Query
END
go",Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
Langkah apa yang harus dilakukan untuk mengeksekusi stored procedure dan menampilkan nilai output?,"Pertama deklarasikan variabel output dengan DECLARE, kemudian jalankan prosedur menggunakan EXEC diikuti nama prosedur dan variabel output, dan terakhir tampilkan nilai variabel dengan SELECT.","Cara menjalankan Query
Declare @var1 <tipedata>
Exec <nama_prosedure> @var1 output
Select @var1",Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
"Pada contoh prosedur sp_total_customer, apa yang dihitung dan disimpan dalam variabel output?",Prosedur menghitung total jumlah pelanggan dengan COUNT(*) dan menyimpannya ke variabel @total_customer.,SELECT @total_customer = COUNT(*) FROM customers,Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
"Pada contoh sp_kota_customer, parameter apa yang diperlukan dan apa yang dikembalikan?",Prosedur memerlukan parameter input @id_customer (INT) dan mengembalikan nilai kota pelanggan ke variabel output @kota (VARCHAR).,"CREATE PROCEDURE dbo.sp_kota_customer
@id_customer INT,
@kota VARCHAR(25) OUTPUT
AS
BEGIN
SELECT @kota = city
FROM customers
WHERE customer_id = @id_customer
END",Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
"Pada contoh sp_harga_produk, apa saja parameter input dan outputnya?",Parameter inputnya adalah @nama_produk (VARCHAR) dan @finish (VARCHAR). Parameter outputnya adalah @harga (DECIMAL) yang diisi dengan nilai unit_price produk yang sesuai.,"CREATE PROCEDURE dbo.sp_harga_produk
@nama_produk VARCHAR(40),
@finish VARCHAR(25),
@harga DECIMAL(6,2) OUTPUT
AS
BEGIN
SELECT @harga = unit_price
FROM products
WHERE product_name = @nama_produk
AND product_finish = @finish
END",Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
Apa fungsi kata kunci AS dalam definisi stored procedure?,Kata kunci AS menandakan awal dari definisi stored procedure.,AS menjadi penanda awal dari store procedure.,Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
